value,is_anomaly
0.0,0
0.0917579645106,0
0.172296752384,0
0.22621935432,0
0.176357984699,0
0.0904912454761,0
0.0846099407277,0
0.068426991695,0
0.133302696894,0
0.0850265861893,0
0.0970730684473,0
0.0,0
0.0310637675429,0
0.0177327505015,0
0.0633545040721,0
0.0878703918963,0
0.115468156877,0
0.0734134577274,0
0.0403925846169,0
0.0891133559472,0
0.0980300537115,0
0.0471406414976,0
0.104812790802,0
0.204788868389,0
0.0448510063192,0
0.105362214025,0
0.0843688767964,0
0.097980673763,0
0.101657262153,0
0.0567645134549,0
0.0744287088789,0
0.0912444534518,0
0.0945293328817,0
0.0166380112347,0
0.038096861957,0
0.0644978144576,0
0.0304264018763,0
0.095423209956,0
0.0696887442721,0
0.0346862241303,0
0.0895644610848,0
0.0733761619646,0
0.061939295606,0
0.114190891755,0
0.104759259202,0
0.0796579603994,0
0.144755462754,0
0.14217113411,0
0.0769696396966,0
0.0639327343644,0
0.149732810218,0
0.0414788393553,0
0.0893179733653,0
0.0888202481662,0
0.0548729944069,0
0.0791355332905,0
0.163179967091,0
0.0867192669928,0
0.0733999511789,0
0.0,0
0.0327562443619,0
0.0548938910245,0
0.0685141141082,0
0.0527941416317,0
0.0238530173532,0
0.0742612544156,0
0.0242285883299,0
0.0923341300252,0
0.159306553321,0
0.127558382253,0
0.101525417171,0
0.0401484539682,0
0.0872083720948,0
0.0742099189968,0
0.0590445373694,0
0.0624816983292,0
0.0887652768571,0
0.051354431855,0
0.0747901041636,0
0.091817341556,0
0.14762794333,0
0.0710100444751,0
0.0768975633424,0
0.0841257578739,0
0.063289213866,0
0.0573939021287,0
0.0418193990657,0
0.073729686381,0
0.15365285618,0
0.0603558597424,0
0.10644586289,0
0.0593142863601,0
0.0962938062366,0
0.0851014254674,0
0.111490722742,0
0.076266981263,0
0.0979521201776,0
0.172500219356,0
0.113891823193,0
0.0899996178752,0
0.0486493724494,0
0.138617646841,0
0.108879558529,0
0.054235162565,0
0.0390040506742,0
0.0744713077811,0
0.0402589436754,0
0.0,0
0.0279557125847,0
0.0473099684202,0
0.01660276436,0
0.0424325776284,0
0.0511917437266,0
0.0,0
0.0567248323546,0
0.0557710588277,0
0.0810147720967,0
0.0825362973829,0
0.114992037309,0
0.0766851384511,0
0.0700574574039,0
0.0703147735756,0
0.0919464487165,0
0.145605884822,0
0.0947743293235,0
0.102179893271,0
0.0485424307403,0
0.0687605496834,0
0.0754406838811,0
0.117713394318,0
0.0694373976603,0
0.0,0
0.0,0
0.0,0
0.0273954043205,0
0.0552026052998,0
0.0783873481785,0
0.118515716464,0
0.0683953419119,0
0.0472059715809,0
0.0791064851265,0
0.0675506019163,0
0.0806665701827,0
0.0449738758529,0
0.0657345802849,0
0.0687596467486,0
0.0272782243983,0
0.0676955654229,0
0.0724466992478,0
0.0288829309372,0
0.0215681369828,0
0.0642546254084,0
0.0738691510166,0
0.0266440440553,0
0.0512898588,0
0.0992173375626,0
0.0166158053347,0
0.0783873481785,0
0.0,0
0.0493842443244,0
0.0430447314838,0
0.0421550485162,0
0.0422365383528,0
0.100156429611,0
0.173781322679,0
0.12005519463,0
0.14491137762,0
0.0733694107851,0
0.12395626149,0
0.150774304237,0
0.189600710337,0
0.0605134893525,0
0.0720579936628,0
0.082361078437,0
0.123437751999,0
0.107181778448,0
0.103593945568,0
0.0211624354889,0
0.0745243983147,0
0.126870674544,0
0.0417526183262,0
0.0,0
0.0408196524635,0
0.0826689815998,0
0.0618136248108,0
0.0,0
0.0761379922267,0
0.1210763953,0
0.0,0
0.1984033973,0
0.201123940057,0
0.0968334716616,0
0.1033845092,0
0.101425137731,0
0.0977927445173,0
0.147441522526,0
0.0833963486061,0
0.0956374980069,0
0.147688440394,0
0.113187232937,0
0.073729686381,0
0.0646140775237,0
0.0560199595973,0
0.074812141908,0
0.0248938842785,0
0.0236958349678,0
0.0586800090726,0
0.100087793458,0
0.0665667729619,0
0.0705011479611,0
0.0987790196499,0
0.118036537135,0
0.100767465851,0
0.0532107094154,0
0.0993465797135,0
0.0472752480116,0
0.0912622097916,0
0.0385932188465,0
0.0702739076459,0
0.0294318884104,0
0.0968547699843,0
0.116564533576,0
0.121090551148,0
0.203815546158,0
0.046311768005,0
0.182613064037,0
0.021992750543,0
0.0880722590407,0
0.0378965004507,0
0.0988284333986,0
0.0762776878826,0
0.0228759790466,0
0.100221622209,0
0.0811720043708,0
0.0975066778565,0
0.0568072287978,0
0.122408557323,0
0.171548514017,0
0.0750155928292,0
0.113884100955,0
0.105190279688,0
0.115053299841,0
0.108905309806,0
0.0993506214851,0
0.128897940404,0
0.120693782359,0
0.130530349177,0
0.0789777580041,0
0.0808841633786,0
0.040089560242,0
0.05063725352,0
0.0390662917751,0
0.0286117527742,0
0.0405933649833,0
0.038807415292,0
0.0783279628813,0
0.0663209961625,0
0.0831755834713,0
0.0680246458773,0
0.051675070535,0
0.044129112208,0
0.037685894366,0
0.0934145614658,0
0.069870830461,0
0.021992750543,0
0.113055661975,0
